season,matchid,team,match_location,final_points_a,outcome,carries_a,metres_made_a,defenders_beaten_a,clean_breaks_a,offloads_a,passes_a,turnovers_conceded_a,turnovers_won_a,kicks_from_hand_a,kick_metres_a,scrums_won_a,rucks_won_a,lineout_throws_lost_a,lineout_throws_won_a,tackles_a,missed_tackles_a,penalties_conceded_a,scrum_pens_conceded_a,lineout_pens_conceded_a,general_play_pens_conceded_a,free_kicks_conceded_a,ruck_maul_tackle_pen_con_a,red_cards_a
23/24,276254,Ospreys,away,24,loss,124,284,18,4,8,177,9,2,25,911,5,1,1,9,93,17,10,2,1,3,0,2,0
23/24,276255,Edinburgh Rugby,away,24,win,169,546,24,7,6,180,20,12,21,902,7,12,0,20,89,12,9,2,0,3,2,1,0
23/24,276255,Cardiff Rugby,home,7,loss,91,466,12,8,5,110,20,15,19,709,7,5,1,13,235,24,15,3,0,5,1,4,0
23/24,276256,Munster Rugby,away,33,win,50,145,7,2,5,93,8,8,32,1104,6,3,1,12,177,21,16,0,0,7,0,1,0
23/24,276256,Emirates Lions,home,13,loss,136,440,21,8,16,178,19,6,21,867,3,5,2,18,55,7,11,3,1,1,2,0,0
23/24,276257,DHL Stormers,home,42,win,92,476,27,9,13,108,10,6,31,1119,7,3,2,11,120,10,15,2,2,2,3,2,0
23/24,276257,Leinster Rugby,away,12,loss,110,356,10,6,12,136,12,5,26,912,4,5,6,11,75,27,16,7,1,4,1,0,0
23/24,276258,Dragons RFC,home,27,loss,117,356,24,7,12,152,14,6,25,854,5,6,1,7,166,19,15,4,0,2,1,3,1
23/24,276258,Connacht Rugby,away,34,win,124,269,19,4,8,171,14,7,20,870,5,5,4,17,133,24,9,2,0,4,1,3,0
23/24,276259,Dragons RFC,home,21,loss,104,291,20,3,7,88,11,4,31,1045,5,1,0,10,59,27,9,7,0,1,1,1,0
23/24,276259,DHL Stormers,away,44,win,76,322,27,5,9,93,12,3,33,1051,8,0,4,8,131,20,9,3,1,2,0,2,0
23/24,276260,Edinburgh Rugby,home,40,win,130,444,27,7,7,139,15,4,23,906,6,3,1,15,112,14,7,2,0,1,1,2,0
23/24,276260,Zebre Parma,away,14,loss,86,224,14,4,4,110,9,6,23,879,10,4,0,10,136,27,17,5,1,5,0,3,0
23/24,276261,Vodacom Bulls,home,40,win,106,459,16,6,14,138,15,7,21,684,2,4,0,17,154,37,9,1,0,3,1,0,0
23/24,276261,Glasgow Warriors,away,34,loss,135,470,37,9,14,184,10,5,19,570,6,4,2,9,121,16,12,1,0,4,0,1,0
23/24,276262,Ulster Rugby,away,31,win,130,499,24,7,11,152,10,7,24,676,8,8,0,15,106,25,9,0,0,6,0,0,0
23/24,276262,Scarlets,home,20,loss,91,360,25,3,6,112,12,3,18,668,5,5,4,7,170,24,15,2,0,7,1,3,0
23/24,276263,Hollywoodbets Sharks,home,24,loss,125,470,28,7,10,142,18,8,22,699,4,7,0,8,149,22,11,2,0,1,2,3,1
23/24,276263,Benetton Rugby,away,25,win,130,417,22,9,7,153,13,8,29,972,10,6,0,9,129,28,3,1,0,1,0,0,0
23/24,276264,Connacht Rugby,away,12,loss,125,408,16,6,4,181,14,6,11,449,6,3,2,8,153,29,9,1,0,3,0,0,0
23/24,276264,Munster Rugby,home,47,win,129,532,29,10,19,180,9,7,17,642,6,6,0,10,157,16,8,1,0,1,0,3,0
23/24,276265,Cardiff Rugby,away,13,loss,93,265,11,2,4,113,12,5,23,734,10,5,2,11,101,22,13,0,1,5,0,2,0
23/24,276265,Emirates Lions,home,34,win,117,415,22,7,9,122,14,6,17,859,1,5,0,14,88,11,16,4,1,2,2,2,0
23/24,276266,Ospreys,away,14,loss,97,155,20,2,11,124,17,5,24,851,5,2,0,12,160,30,11,4,0,1,0,2,0
23/24,276266,Leinster Rugby,home,61,win,176,935,30,13,14,241,11,4,35,1005,6,2,0,10,107,20,8,2,0,3,0,0,0
23/24,276267,Munster Rugby,away,29,win,148,454,21,6,8,163,18,4,20,560,4,6,2,8,134,19,9,2,0,1,0,2,0
23/24,276267,Edinburgh Rugby,home,26,loss,113,191,19,1,6,110,10,10,31,883,5,4,1,8,185,21,9,3,0,2,1,2,0
23/24,276268,Zebre Parma,home,18,loss,99,334,23,5,11,105,11,4,19,648,3,4,4,7,180,21,9,2,0,4,1,1,0
23/24,276268,Scarlets,away,32,win,131,405,21,5,8,165,10,5,22,660,9,2,1,10,121,23,8,0,1,2,0,3,0
23/24,276269,Vodacom Bulls,home,56,win,97,471,26,7,11,104,9,6,24,769,7,1,0,12,112,25,7,1,0,2,0,1,0
23/24,276269,Benetton Rugby,away,35,loss,115,354,25,4,10,137,10,3,15,618,5,3,2,6,100,26,11,3,0,4,1,1,0
23/24,276270,Dragons RFC,away,13,loss,93,293,17,6,14,109,11,7,21,878,4,7,0,12,133,13,22,6,1,4,1,2,0
23/24,276270,Ospreys,home,26,win,114,374,13,6,11,147,11,8,23,878,9,5,0,21,85,17,6,2,0,0,0,1,0
23/24,276271,Emirates Lions,home,44,win,118,555,16,7,9,138,9,10,19,884,6,4,0,10,127,31,9,1,0,4,1,2,1
23/24,276271,Glasgow Warriors,away,21,loss,148,446,31,6,9,219,14,7,19,586,4,3,0,10,130,16,12,4,0,4,1,0,0
23/24,276272,Connacht Rugby,home,12,loss,158,353,19,3,9,195,20,8,16,647,4,5,2,12,96,22,10,5,1,1,1,0,0
23/24,276272,DHL Stormers,away,16,win,86,355,22,5,10,116,12,9,25,797,11,3,2,9,203,19,13,2,2,5,2,6,0
23/24,276273,Hollywoodbets Sharks,home,14,loss,101,241,11,1,3,153,19,4,19,652,7,8,3,15,70,18,14,5,0,2,1,2,1
23/24,276273,Cardiff Rugby,away,36,win,69,338,18,5,4,93,13,11,28,865,9,5,1,14,136,11,9,1,1,2,1,2,0
23/24,276274,Ulster Rugby,home,23,win,146,369,15,6,10,173,12,8,32,820,8,3,1,8,161,17,9,5,0,0,1,2,0
23/24,276274,Leinster Rugby,away,21,loss,134,288,17,4,9,143,19,6,20,628,8,4,2,10,191,15,9,4,0,0,2,2,0
23/24,276275,Glasgow Warriors,home,38,win,176,465,34,8,12,228,21,11,18,599,6,5,1,12,94,14,10,3,0,2,2,1,0
23/24,276275,Zebre Parma,away,26,loss,86,325,14,5,12,77,16,8,22,787,10,5,5,3,191,34,12,3,1,3,1,3,0
23/24,276276,Leinster Rugby,home,33,win,118,436,19,10,14,134,19,8,27,1061,10,3,4,18,179,29,10,3,0,2,2,2,0
23/24,276276,Connacht Rugby,away,7,loss,170,400,29,10,11,228,19,10,25,860,6,6,1,10,94,19,13,6,1,0,1,2,0
23/24,276277,Edinburgh Rugby,away,6,loss,118,418,20,4,8,144,16,6,28,757,10,4,3,9,100,17,7,2,0,2,0,1,0
23/24,276277,Benetton Rugby,home,31,win,90,449,17,11,8,107,17,6,30,981,5,2,4,14,136,20,12,5,0,4,2,1,0
23/24,276278,Emirates Lions,away,24,loss,124,292,33,4,14,129,7,6,26,791,6,2,1,10,75,12,12,4,0,4,0,1,0
23/24,276278,DHL Stormers,home,29,win,74,193,12,5,7,92,13,4,21,759,6,4,4,14,144,33,11,0,1,6,0,1,1
23/24,276279,Scarlets,home,32,win,98,321,20,5,11,122,12,12,28,907,5,3,0,10,160,20,13,4,0,2,0,1,0
23/24,276279,Dragons RFC,away,15,loss,148,295,20,9,16,192,14,6,23,770,6,7,4,14,89,20,10,2,0,1,0,1,0
23/24,276280,Hollywoodbets Sharks,home,14,loss,125,396,36,12,11,163,17,6,22,771,7,4,1,11,118,24,13,3,0,3,0,1,0
23/24,276280,Vodacom Bulls,away,26,win,96,419,24,9,7,104,15,8,25,928,10,3,0,17,142,36,10,1,0,2,0,3,0
23/24,276281,Ospreys,away,33,win,96,249,17,6,7,96,9,8,19,652,5,4,1,10,191,24,10,3,0,2,0,2,0
23/24,276281,Cardiff Rugby,home,29,loss,160,333,24,6,11,227,10,7,19,642,6,4,0,12,121,17,14,4,0,2,0,2,1
23/24,276282,Munster Rugby,home,29,win,146,339,18,7,18,199,15,5,20,795,4,2,3,15,135,9,7,1,0,2,0,1,0
23/24,276282,Ulster Rugby,away,24,loss,118,265,9,5,9,155,11,7,22,710,5,3,2,7,148,18,16,4,0,1,1,3,0
24/25,280865,Zebre Parma,away,17,loss,192,556,37,9,19,220,23,7,21,579,2,126,3,15,109,15,7,2,0,1,1,0,0
24/25,280865,Cardiff Rugby,home,22,win,99,302,15,5,8,88,15,10,35,921,8,69,2,11,243,37,12,1,0,2,0,3,0
24/25,280866,Edinburgh Rugby,home,31,loss,101,226,15,4,5,100,14,8,26,820,9,79,4,10,150,13,7,3,0,2,1,2,0
24/25,280866,Leinster Rugby,away,33,win,136,251,13,5,3,139,12,3,25,834,7,86,4,10,124,15,13,4,1,3,2,1,0
24/25,280867,Hollywoodbets Sharks,home,25,win,123,586,28,8,16,129,17,7,28,842,9,75,1,13,72,17,12,0,1,5,0,2,0
24/25,280867,Emirates Lions,away,22,loss,82,380,17,5,8,106,23,7,32,1044,6,41,0,13,133,28,13,5,0,5,1,0,0
24/25,280868,Dragons RFC,home,23,win,121,338,18,7,6,135,11,3,29,1236,8,87,2,8,100,12,17,2,1,4,0,1,0
24/25,280868,Ospreys,away,21,loss,103,416,12,5,8,121,9,6,31,1138,3,62,2,17,132,18,12,3,1,3,1,0,0
24/25,280869,DHL Stormers,home,32,loss,132,529,23,9,15,135,12,7,20,846,5,78,2,12,63,32,15,4,0,4,0,1,0
24/25,280869,Vodacom Bulls,away,33,win,81,402,32,9,13,85,15,8,26,883,6,41,0,11,125,23,20,2,1,12,2,4,0
24/25,280870,Munster Rugby,home,35,win,131,507,29,10,12,148,18,4,18,722,6,85,2,7,188,26,6,0,1,0,0,1,0
24/25,280870,Connacht Rugby,away,33,loss,172,427,26,9,13,209,8,4,20,688,7,110,0,7,136,29,11,3,0,3,2,1,0
24/25,280872,Glasgow Warriors,away,19,loss,129,338,23,5,8,167,12,4,19,692,5,93,3,13,270,20,12,1,0,6,1,6,0
24/25,280872,Ulster Rugby,home,20,win,188,261,20,2,7,178,9,5,20,716,5,148,2,12,147,23,10,4,0,1,0,1,0
24/25,280873,Glasgow Warriors,home,42,win,152,516,29,7,6,197,17,8,15,582,6,91,3,11,153,14,8,2,0,1,1,3,0
24/25,280873,Benetton Rugby,away,10,loss,112,313,14,2,3,137,13,5,14,453,11,80,1,11,155,29,19,4,0,8,0,2,1
24/25,280874,Dragons RFC,away,6,loss,103,178,10,2,5,114,10,10,39,1330,4,71,2,13,166,21,13,3,2,2,1,6,0
24/25,280874,Leinster Rugby,home,34,win,174,506,21,9,15,193,15,8,35,1273,4,101,0,19,114,10,11,1,1,5,0,0,0
24/25,280875,Emirates Lions,home,35,win,133,601,41,13,11,171,16,6,24,942,4,75,0,16,134,27,6,2,0,0,1,1,0
24/25,280875,Ulster Rugby,away,22,loss,122,443,27,6,11,179,19,8,23,1026,7,82,2,6,130,41,12,2,1,3,0,2,0
24/25,280876,Vodacom Bulls,home,22,win,106,509,8,9,9,115,15,6,19,658,6,65,6,7,135,16,17,7,2,3,2,3,0
24/25,280876,Edinburgh Rugby,away,16,loss,113,371,16,3,15,120,12,9,19,842,8,74,3,14,122,8,12,1,1,7,0,1,0
24/25,280877,Zebre Parma,home,42,win,124,452,24,8,10,119,8,8,21,825,5,78,3,5,119,18,8,3,0,1,1,1,0
24/25,280877,Munster Rugby,away,33,loss,143,435,18,4,8,183,13,1,18,730,7,74,2,13,129,24,9,1,0,2,1,1,0
24/25,280878,Cardiff Rugby,away,24,win,100,307,22,5,8,134,13,7,26,817,8,64,1,7,154,22,9,1,1,4,0,3,0
24/25,280878,Scarlets,home,15,loss,141,337,22,6,10,162,12,6,25,771,5,93,0,16,89,22,17,6,0,5,1,3,0
24/25,280879,Connacht Rugby,home,36,win,103,326,18,3,3,121,12,6,21,832,5,74,2,9,144,20,10,1,2,2,0,4,0
24/25,280879,Hollywoodbets Sharks,away,30,loss,120,324,20,4,5,134,9,2,22,668,4,88,1,11,115,18,12,3,0,3,2,3,0
24/25,280880,DHL Stormers,away,24,loss,126,311,19,5,17,150,11,7,26,791,4,90,0,20,87,20,12,2,1,4,1,1,0
24/25,280880,Ospreys,home,37,win,80,271,20,6,3,101,12,4,30,831,4,56,2,14,159,19,10,3,0,2,0,4,0
24/25,280881,Connacht Rugby,away,24,win,110,305,16,3,7,127,11,3,23,775,6,64,1,18,88,15,16,3,0,2,1,1,0
24/25,280881,Scarlets,home,23,loss,78,232,15,2,5,80,11,5,24,799,5,50,1,12,119,16,14,5,3,2,1,0,0
24/25,280882,Glasgow Warriors,away,52,win,106,619,34,14,6,97,13,10,22,660,4,69,2,10,165,15,12,2,0,6,1,0,0
24/25,280882,Cardiff Rugby,home,36,loss,163,392,15,5,9,176,14,7,21,777,4,106,1,9,107,34,10,0,0,3,0,4,0
24/25,280883,Emirates Lions,home,55,win,104,517,25,11,14,132,12,6,16,749,1,63,0,10,159,18,12,2,0,4,0,4,0
24/25,280883,Edinburgh Rugby,away,21,loss,136,296,18,0,9,170,9,6,13,661,6,94,3,16,95,25,10,0,0,3,0,4,0
24/25,280884,Ulster Rugby,away,21,loss,108,267,25,4,4,159,11,2,7,498,4,77,3,13,73,14,17,6,0,0,0,1,0
24/25,280884,Vodacom Bulls,home,47,win,72,311,14,6,11,85,9,7,15,646,10,39,1,10,124,25,13,1,1,4,2,3,0
24/25,280885,Benetton Rugby,home,5,loss,117,250,16,3,8,160,19,5,22,993,7,78,4,22,93,24,6,1,0,0,0,1,0
24/25,280885,Leinster Rugby,away,35,win,118,343,24,4,14,138,9,12,30,988,7,61,0,6,125,16,13,4,0,3,0,2,0
24/25,280886,Hollywoodbets Sharks,away,33,win,146,387,27,5,11,142,17,2,16,596,6,102,0,11,111,22,10,1,0,2,0,3,0
24/25,280886,Dragons RFC,home,30,loss,99,259,22,2,6,99,8,8,27,1003,7,71,2,8,197,27,17,4,2,1,1,6,0
24/25,280887,Munster Rugby,home,23,win,110,241,16,4,6,106,9,8,31,988,5,86,0,12,137,12,10,1,0,3,1,2,0
24/25,280887,Ospreys,away,0,loss,96,226,12,0,0,76,14,1,25,761,7,73,0,15,139,16,8,3,0,2,1,0,0
24/25,280888,DHL Stormers,away,36,win,115,259,24,7,8,128,9,2,15,707,12,79,0,15,73,6,10,3,0,1,1,1,0
24/25,280888,Zebre Parma,home,5,loss,60,96,6,3,2,70,13,5,17,554,5,44,1,8,147,24,19,10,1,2,2,1,0
24/25,280889,Zebre Parma,away,3,loss,141,348,16,5,7,136,20,7,13,443,10,83,4,7,135,28,14,6,0,2,1,3,0
24/25,280889,Glasgow Warriors,home,33,win,149,409,29,6,9,171,17,12,20,824,9,86,0,17,143,16,13,1,1,2,1,3,0
24/25,280890,Benetton Rugby,home,38,win,90,306,16,7,5,108,5,7,28,931,7,57,1,11,205,29,10,1,0,6,0,4,0
24/25,280890,Hollywoodbets Sharks,away,10,loss,170,441,29,5,12,208,14,1,19,601,5,120,2,8,94,16,8,2,0,4,0,0,0
24/25,280891,Cardiff Rugby,home,19,loss,153,477,19,6,9,194,20,9,15,552,6,94,1,14,139,20,12,3,1,2,0,0,0
24/25,280891,Scarlets,away,25,win,121,409,20,5,5,127,10,11,21,712,12,73,1,11,153,19,13,1,0,3,1,2,0
24/25,280892,Edinburgh Rugby,home,38,win,139,247,14,4,5,124,10,4,23,929,9,98,4,13,86,8,6,1,1,3,0,2,0
24/25,280892,DHL Stormers,away,7,loss,98,290,8,4,12,119,16,4,20,692,5,50,0,10,166,14,16,5,0,6,1,2,0
24/25,280893,Leinster Rugby,home,26,win,133,301,19,4,7,169,12,6,27,1072,3,101,1,10,149,30,12,4,0,1,1,2,0
24/25,280893,Munster Rugby,away,12,loss,137,467,30,6,15,187,15,6,18,680,9,85,5,11,166,19,14,2,1,2,1,1,0
24/25,280894,Ospreys,home,19,loss,96,281,12,2,9,147,16,4,26,1043,5,64,2,16,92,13,12,4,0,2,0,1,0
24/25,280894,Vodacom Bulls,away,29,win,84,267,13,5,11,99,13,8,37,1414,8,47,1,11,112,12,11,0,3,4,1,1,1
24/25,280895,Ulster Rugby,home,32,win,95,203,17,1,0,109,8,8,29,880,3,68,1,11,139,26,16,3,0,3,2,3,0
24/25,280895,Connacht Rugby,away,27,loss,112,308,26,3,5,146,17,8,14,686,5,78,2,16,117,17,12,1,2,3,2,1,1
24/25,280896,Emirates Lions,away,23,win,120,489,18,7,12,137,13,8,31,1122,7,73,2,10,101,19,7,1,1,0,1,1,0
24/25,280896,Dragons RFC,home,19,loss,123,398,19,5,9,154,14,6,29,1055,7,66,2,17,114,18,12,5,0,2,1,1,0
24/25,280897,Vodacom Bulls,away,22,loss,118,370,17,3,11,132,16,3,28,986,4,86,3,16,99,16,12,3,1,4,1,2,1
24/25,280897,Scarlets,home,23,win,97,225,16,2,7,94,6,7,37,1175,8,66,2,10,151,17,11,3,1,2,1,2,0
24/25,280898,Ospreys,away,12,loss,179,281,17,4,7,235,10,4,16,672,4,104,2,20,147,17,17,3,0,5,0,2,0
24/25,280898,Ulster Rugby,home,36,win,133,377,17,9,6,139,10,4,24,864,4,87,1,13,167,17,17,1,3,5,1,3,0
24/25,280899,Zebre Parma,home,9,loss,111,296,19,3,10,106,13,6,38,1282,7,69,2,13,99,14,10,3,1,2,0,2,0
24/25,280899,Emirates Lions,away,10,win,93,180,14,2,8,105,16,7,36,1312,9,60,0,16,107,19,12,3,0,5,1,3,0
24/25,280900,Hollywoodbets Sharks,home,28,win,108,328,10,2,8,120,13,4,23,784,6,68,2,12,150,21,10,4,0,3,2,1,0
24/25,280900,Glasgow Warriors,away,24,loss,131,290,21,3,10,161,11,4,29,851,7,88,2,9,126,10,13,4,0,5,1,1,0
24/25,280901,Munster Rugby,away,19,loss,118,247,13,2,8,141,15,5,18,824,7,76,5,9,111,18,13,6,0,2,1,0,0
24/25,280901,DHL Stormers,home,34,win,110,369,18,6,17,122,13,3,24,785,8,64,4,10,126,13,10,2,1,3,0,3,0
24/25,280902,Cardiff Rugby,away,8,loss,98,291,17,3,3,122,12,5,22,714,6,60,5,12,195,40,20,2,1,10,0,3,0
24/25,280902,Edinburgh Rugby,home,27,win,165,568,40,8,10,180,12,8,21,810,4,109,2,16,101,17,13,0,1,4,1,3,0
24/25,280903,Leinster Rugby,away,33,win,119,409,18,8,17,138,15,7,19,665,6,66,5,14,181,35,8,2,1,0,1,1,0
24/25,280903,Connacht Rugby,home,12,loss,164,479,35,9,10,212,13,4,18,556,6,118,0,11,107,18,11,5,0,1,1,1,0
24/25,280904,Dragons RFC,home,21,loss,116,345,26,6,7,130,15,8,27,1042,3,80,1,12,127,9,13,4,0,4,0,0,0
24/25,280904,Benetton Rugby,away,31,win,113,199,9,3,7,136,15,5,35,1270,7,73,2,15,125,26,7,2,0,2,0,1,0
24/25,280905,Scarlets,home,30,win,108,504,22,5,6,122,15,7,27,944,8,61,1,13,106,13,6,2,0,0,0,1,0
24/25,280905,Zebre Parma,away,8,loss,107,216,13,2,7,98,13,4,29,998,6,70,2,10,101,22,16,6,0,2,1,0,0
24/25,280906,Benetton Rugby,home,15,loss,63,192,7,2,0,59,14,9,44,1734,4,37,3,9,146,11,10,2,0,2,1,2,0
24/25,280906,Vodacom Bulls,away,17,win,130,284,11,2,6,116,15,7,42,1594,7,92,6,12,62,7,11,1,1,2,1,1,0
24/25,280907,DHL Stormers,home,17,loss,112,258,17,5,18,144,11,6,28,1035,5,59,1,16,103,30,9,2,0,1,0,0,0
24/25,280907,Glasgow Warriors,away,28,win,122,345,30,10,18,155,10,4,27,939,7,70,4,9,105,17,12,5,0,3,0,2,0
24/25,280908,Edinburgh Rugby,away,13,loss,86,203,10,3,9,101,7,3,22,765,4,54,0,11,172,10,21,4,0,6,1,2,0
24/25,280908,Ospreys,home,22,win,136,298,10,3,4,144,10,6,19,863,7,103,2,19,98,10,12,1,2,3,0,3,0
24/25,280909,Hollywoodbets Sharks,home,41,win,97,507,26,9,17,124,15,7,21,634,7,55,1,5,168,18,14,2,1,6,1,1,0
24/25,280909,Munster Rugby,away,24,loss,150,574,18,10,14,165,17,5,20,572,4,100,1,8,92,26,10,5,0,1,1,0,0
24/25,280910,Leinster Rugby,home,24,win,147,384,19,2,9,205,17,7,31,1228,9,92,1,16,103,20,13,3,0,5,0,0,0
24/25,280910,Emirates Lions,away,6,loss,88,216,20,1,4,93,13,7,30,1221,6,62,4,11,148,19,12,3,1,2,2,0,0
24/25,280911,Dragons RFC,away,7,loss,129,252,23,3,2,154,16,9,27,1085,6,94,5,14,166,16,11,4,0,2,1,1,0
24/25,280911,Connacht Rugby,home,31,win,173,470,16,9,14,224,17,10,28,1140,4,100,1,17,152,23,13,2,0,2,2,1,0
24/25,280912,Ulster Rugby,away,19,loss,161,454,31,7,14,179,12,6,32,1089,8,106,1,7,135,18,10,2,0,1,0,3,0
24/25,280912,Cardiff Rugby,home,21,win,128,382,18,5,5,183,13,5,31,1060,4,84,4,12,201,31,9,1,1,5,2,1,0
24/25,280913,Glasgow Warriors,home,17,win,137,289,23,0,8,137,18,6,24,908,6,99,2,16,136,20,9,0,0,3,0,1,0
24/25,280913,Scarlets,away,15,loss,121,336,20,5,6,135,14,13,20,724,10,72,2,9,182,23,20,1,2,10,2,2,0
24/25,280914,Leinster Rugby,away,27,win,116,326,19,3,7,144,12,6,22,739,5,85,4,13,143,23,11,3,0,2,1,3,0
24/25,280914,Ulster Rugby,home,20,loss,119,258,23,4,8,106,9,4,25,834,8,88,2,10,152,19,16,5,1,3,1,0,0
24/25,280915,Hollywoodbets Sharks,home,21,win,88,457,21,9,10,99,16,9,16,673,10,55,3,9,123,22,18,7,1,6,0,1,0
24/25,280915,DHL Stormers,away,15,loss,114,331,22,8,8,137,17,5,19,801,7,72,2,12,91,21,14,6,0,3,0,2,0
24/25,280916,Cardiff Rugby,home,31,win,118,398,23,9,10,148,14,4,27,971,6,75,2,13,167,22,16,1,2,6,1,2,0
24/25,280916,Dragons RFC,away,23,loss,140,387,22,6,5,157,8,6,30,1089,9,97,2,9,122,23,16,4,0,4,1,4,0
24/25,280917,Connacht Rugby,home,14,loss,141,563,34,8,16,218,13,3,27,1072,4,96,3,14,126,21,10,1,1,4,0,1,1
24/25,280917,Vodacom Bulls,away,28,win,113,561,21,10,7,123,13,9,34,1173,3,74,6,14,150,34,9,1,1,5,2,1,1
24/25,280918,Munster Rugby,home,17,win,157,332,18,4,20,195,19,11,33,967,5,102,1,8,177,24,8,2,0,1,0,1,0
24/25,280918,Emirates Lions,away,10,loss,141,317,24,2,4,134,23,8,29,1009,8,109,2,10,147,18,4,1,1,0,1,1,0
24/25,280919,Ospreys,away,17,loss,188,368,26,11,11,249,13,7,24,874,3,120,0,19,125,18,11,2,0,5,1,1,0
24/25,280919,Zebre Parma,home,22,win,130,367,18,6,10,129,10,8,34,911,5,84,0,6,184,26,12,0,1,5,0,3,0
24/25,280920,Edinburgh Rugby,home,50,win,176,509,35,7,6,188,9,10,19,678,7,122,2,8,141,16,12,2,0,3,0,3,0
24/25,280920,Benetton Rugby,away,33,loss,108,315,16,3,7,122,17,4,12,541,4,75,2,10,213,35,14,4,0,6,1,1,0
24/25,280921,Ulster Rugby,home,19,loss,192,329,27,1,8,191,6,8,19,855,6,158,2,16,95,28,8,1,1,3,0,0,1
24/25,280921,Munster Rugby,away,22,win,93,472,28,8,7,117,10,2,16,570,5,53,2,6,289,27,17,1,1,5,1,4,0
24/25,280922,Connacht Rugby,away,12,loss,141,354,32,9,15,193,10,6,18,807,3,79,1,19,127,24,16,4,0,4,1,4,0
24/25,280922,Leinster Rugby,home,20,win,112,225,24,5,11,129,9,9,22,827,7,72,4,12,128,32,16,1,2,5,1,3,0
24/25,280923,Emirates Lions,away,10,loss,121,313,30,7,8,132,15,7,22,758,6,90,3,18,141,30,13,1,0,6,0,1,1
24/25,280923,DHL Stormers,home,29,win,146,587,30,10,16,176,17,8,26,624,3,90,1,17,149,30,8,0,0,2,0,2,0
24/25,280924,Benetton Rugby,home,11,win,160,470,28,8,8,188,18,5,19,789,7,99,2,18,150,19,9,2,0,0,0,1,0
24/25,280924,Zebre Parma,away,10,loss,111,257,19,2,4,94,10,11,30,986,10,79,1,10,166,28,14,3,0,0,0,2,0
24/25,280925,Hollywoodbets Sharks,home,20,win,72,311,12,4,6,71,14,4,29,813,8,43,2,5,60,16,17,7,1,2,0,1,0
24/25,280925,Vodacom Bulls,away,17,loss,70,250,16,3,8,76,12,3,30,1005,9,43,1,17,65,12,7,1,0,2,0,0,0
24/25,280926,Edinburgh Rugby,away,14,loss,127,348,28,3,11,137,12,7,15,511,8,83,0,11,172,18,13,3,2,5,0,2,0
24/25,280926,Glasgow Warriors,home,33,win,170,445,18,10,14,178,12,3,18,602,8,102,0,15,138,28,12,7,0,3,2,0,0
24/25,280927,Dragons RFC,home,22,loss,131,337,22,3,5,141,17,5,39,1450,5,85,1,16,110,20,12,1,0,3,0,2,0
24/25,280927,Cardiff Rugby,away,24,win,109,328,20,2,4,102,9,7,40,1362,5,69,5,14,161,22,8,2,0,3,0,2,0
24/25,280928,Ospreys,home,23,win,163,378,39,6,10,196,10,6,25,881,2,125,2,17,93,16,13,3,2,2,0,0,0
24/25,280928,Scarlets,away,22,loss,90,335,16,5,12,91,9,7,24,883,3,59,1,12,208,39,16,2,1,4,1,2,0
24/25,280929,Emirates Lions,away,19,loss,134,567,22,6,18,170,19,6,25,955,5,64,1,10,128,21,17,6,0,4,1,1,0
24/25,280929,Vodacom Bulls,home,31,win,124,341,21,5,10,137,13,8,32,1372,12,71,3,15,108,22,9,1,0,2,0,3,0
24/25,280930,Leinster Rugby,away,28,win,147,353,30,9,11,163,13,4,28,1141,10,102,0,8,175,22,13,1,0,5,0,2,0
24/25,280930,Munster Rugby,home,7,loss,126,333,22,2,9,153,16,5,27,931,3,92,4,10,185,30,8,6,0,1,0,0,0
24/25,280931,Connacht Rugby,home,7,loss,153,406,32,4,19,243,18,6,18,788,4,99,3,24,102,14,13,2,1,4,2,2,0
24/25,280931,Ulster Rugby,away,17,win,81,252,14,2,8,61,9,9,25,845,6,58,4,13,170,32,18,4,1,4,0,2,0
24/25,280932,Hollywoodbets Sharks,away,20,loss,82,220,22,4,8,92,16,8,24,626,8,54,0,9,134,18,13,5,0,4,2,0,0
24/25,280932,DHL Stormers,home,24,win,134,405,18,5,22,159,18,6,17,641,10,68,3,11,90,22,9,2,0,4,1,1,0
24/25,280933,Zebre Parma,home,12,loss,145,389,21,6,11,138,17,9,23,808,5,87,2,7,203,35,18,3,1,8,1,2,0
24/25,280933,Benetton Rugby,away,24,win,178,476,35,7,12,170,11,11,23,783,4,113,3,10,149,21,12,1,0,3,1,0,1
24/25,280934,Edinburgh Rugby,home,10,win,152,279,18,4,4,182,8,9,18,657,6,113,0,17,156,18,15,2,1,0,1,1,0
24/25,280934,Glasgow Warriors,away,7,loss,125,257,18,4,8,144,13,8,10,515,6,82,2,13,194,18,14,3,0,3,1,2,0
24/25,280936,Scarlets,home,32,win,128,536,30,10,15,124,16,9,31,1091,5,64,2,12,125,16,11,1,2,4,2,1,0
24/25,280936,Dragons RFC,away,15,loss,121,395,16,4,9,143,20,6,32,1123,7,72,1,20,110,30,14,2,2,4,1,2,0
24/25,280937,Glasgow Warriors,home,22,win,103,281,16,5,5,134,10,6,21,719,11,82,2,11,198,22,7,0,0,0,0,3,0
24/25,280937,Connacht Rugby,away,19,loss,160,462,22,5,8,231,17,4,14,397,5,116,0,15,128,16,10,2,0,2,0,0,0
24/25,280938,Benetton Rugby,away,0,loss,115,247,19,2,7,136,20,3,23,970,3,72,1,14,149,29,14,4,1,5,3,1,0
